Fichero,Pagina,Fuente_Prioritaria,Orientacion_Detectada,Angulo_Detectado,Correccion_Aplicada,Longitud_OCR,Longitud_Nativo,Num_Tablas,Origen_Tablas
180.pdf,1,OCR,SI,180,SI,1017,0,1,OCR_AVANZADO
